CSID,Question,Text,Rank
6737325,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
6737346,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,1
6737346,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,2
6737346,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
6737346,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
6737346,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,5
6737346,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,6
6737352,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
6737352,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,2
6737352,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
6737352,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,4
6737352,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
6737352,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
6737520,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6737520,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
6737520,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,3
6737520,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
6737520,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,5
6737520,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
6737522,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,1
6737522,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6737522,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,3
6737522,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
6737522,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,5
6737522,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6737558,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",1
6737558,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,2
6737558,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),3
6737558,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,4
6737558,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,5
6737558,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
6737576,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",1
6737576,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,2
6737576,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,3
6737576,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
6737576,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,5
6737576,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,6
6737684,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,1
6737684,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,2
6737684,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
6737684,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
6737684,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
6737684,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,6
6737693,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
6737693,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,2
6737693,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,3
6737693,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,4
6737693,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,5
6737693,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6737725,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
6737725,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,2
6737725,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
6737725,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
6737725,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
6737725,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),6
6737729,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
6737729,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),2
6737729,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
6737729,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
6737729,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,5
6737729,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6737730,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
6737730,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,2
6737730,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),3
6737730,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,4
6737730,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,5
6737730,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,6
6737777,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6737777,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
6737777,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,3
6737777,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
6737777,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
6737777,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
6737782,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",1
6737782,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,2
6737782,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,3
6737782,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,4
6737782,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
6737782,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6737812,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",1
6737812,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,2
6737812,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,3
6737812,Seminar in Scholarly Inquiry 1,SSI-1 190: Translation on Stage - Language Culture and Genre",4
6737812,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,5
6737812,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,6
6737826,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),1
6737826,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",2
6737826,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
6737826,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,4
6737826,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,5
6737826,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,6
6737832,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",1
6737832,Seminar in Scholarly Inquiry 1,SSI-1 190: Translation on Stage - Language Culture and Genre",2
6737832,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
6737832,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,4
6737832,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,5
6737832,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,6
6737904,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
6737904,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
6737904,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",3
6737904,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
6737904,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,5
6737904,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,6
6737908,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,1
6737908,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
6737908,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,3
6737908,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
6737908,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,5
6737908,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
6737912,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,1
6737912,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
6737912,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
6737912,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
6737912,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",5
6737912,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
6737914,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
6737914,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6737914,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
6737914,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
6737914,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
6737914,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
6738020,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,1
6738020,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,2
6738020,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
6738020,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
6738020,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
6738020,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,6
6738022,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,1
6738022,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,2
6738022,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",3
6738022,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,4
6738022,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,5
6738022,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
6738025,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,1
6738025,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
6738025,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
6738025,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
6738025,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,5
6738025,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,6
6738144,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
6738144,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,2
6738144,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
6738144,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),4
6738144,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
6738144,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
6738436,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
6738436,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,2
6738436,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
6738436,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,4
6738436,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
6738436,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,6
6738524,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6738524,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
6738524,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,3
6738524,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,4
6738524,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,5
6738524,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,6
6738597,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,1
6738597,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,2
6738597,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,3
6738597,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
6738597,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,5
6738597,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",6
6738748,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
6738748,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,2
6738748,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
6738748,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
6738748,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,5
6738748,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,6
6738773,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6738773,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,2
6738773,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,3
6738773,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,4
6738773,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),5
6738773,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
6738965,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,1
6738965,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6738965,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,3
6738965,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,4
6738965,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",5
6738965,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
6738973,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6738973,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
6738973,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
6738973,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,4
6738973,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
6738973,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,6
6739098,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,1
6739098,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
6739098,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,3
6739098,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,4
6739098,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,5
6739098,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
6739120,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,1
6739120,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,2
6739120,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
6739120,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,4
6739120,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,5
6739120,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
6739125,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,1
6739125,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
6739125,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,3
6739125,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
6739125,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,5
6739125,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,6
6739366,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,1
6739366,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
6739366,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
